Constituency,Sl_No,Candidate_Name,Party,Symbol
Harbour,10,M KALAIVENTHAN,Independent,Lady finger
Harbour,11,SANKAR A,Independent,Tea filter
Harbour,12,J SHANMUGAPRIYAN,Independent,Bangles
Harbour,13,R DINESH,Independent,Electric pole
Harbour,14,J M NIRAIMOZHI,Independent,Batsman
Harbour,15,A NEPOLIAN,Independent,Calculator
Harbour,16,BABU SINGH,Independent,Telephone
Harbour,17,K E MANOHAR,Independent,Grapes
Harbour,18,G VISU,Independent,Gas Stove
Harbour,19,I VINOD,Independent,Ship
Harbour,20,P VIJAYAKUMAR,Independent,Trumpet
Harbour,21,T VIJAYARAJ,Independent,Nail cutter
Harbour,22,S VEERABATHRAN,Independent,Cutting pliers
Harbour,23,V JAGADEESAN,Independent,Chess board
Chepauk-Thiruvallikeni,1,AADIRAJARAM,All India Anna Dravida Munnetra Kazhagam,Two leaves
Chepauk-Thiruvallikeni,2,AYSHA,Naam Tamilar Katchi,Farmer Carrying Plough
Chepauk-Thiruvallikeni,3,UDHAYANIDHI STALIN,Dravida Munnetra Kazhagam,Rising sun
Chepauk-Thiruvallikeni,4,MOHAMMED YASSER,Bahujan Samaj Party,Elephant
Chepauk-Thiruvallikeni,5,IRFAN BASHA,Tamizhaga Vaazhvurimai Katchi,Camera
Chepauk-Thiruvallikeni,6,SELVAM. D,Tamilaga Vettri Kazhagam,Whistle
Chepauk-Thiruvallikeni,7,AGNI AALVAR,Independent,Pen nib with seven rays
Chepauk-Thiruvallikeni,8,ATHIMULAM,Independent,Electric pole
Chepauk-Thiruvallikeni,9,AYISHA,Independent,Coconut farm
Chepauk-Thiruvallikeni,10,ARUMUGAM. C,Independent,Gas cylinder
Chepauk-Thiruvallikeni,11,KUMAR. M,Independent,Spanner
Chepauk-Thiruvallikeni,12,SAAMY. S.K. DR,Independent,Mike
Chepauk-Thiruvallikeni,13,SEENIVASAN. L,Independent,Almirah
Chepauk-Thiruvallikeni,14,SELVAM. K,Independent,Wool and Needle
Chepauk-Thiruvallikeni,15,SELVAM. K,Independent,Brush
Chepauk-Thiruvallikeni,16,SYEED LAYAK BHASHA,Independent,Matchbox
Chepauk-Thiruvallikeni,17,BHARATHKUMAR. G,Independent,Coat
Chepauk-Thiruvallikeni,18,MILANY. P,Independent,Chess board
Chepauk-Thiruvallikeni,19,MIRZA SAFDER ALI,Independent,Battery Torch
Chepauk-Thiruvallikeni,20,MOHAMED DHARIK. I,Independent,Helmet
Chepauk-Thiruvallikeni,21,MOHAMED MEERA. A,Independent,Television
Chepauk-Thiruvallikeni,22,RAJASEKAR. S,Independent,Wheel barrow
Chepauk-Thiruvallikeni,23,RAJESHKUMAR. K,Independent,Tea filter
Chepauk-Thiruvallikeni,24,VIJAYA KUMAR. B,Independent,Shoe
Chepauk-Thiruvallikeni,25,SELVAM ( ALIAS ) VENKATESH,Independent,Razor
Chepauk-Thiruvallikeni,26,SELVAM ( ALIAS ) HARINARAYANAN,Independent,Frying pan
Thousand Lights,1,EZHILAN NAGANATHAN,Dravida Munnetra Kazhagam,Rising sun
Thousand Lights,2,KALANCHIYAM.MU,Naam Tamilar Katchi,Farmer Carrying Plough
Thousand Lights,3,VALARMATHI.B,All India Anna Dravida Munnetra Kazhagam,Two leaves
Thousand Lights,4,PRABHAKAR.J.C.D,Tamilaga Vettri Kazhagam,Whistle
Thousand Lights,5,MOHAMED GHOUSE.H,Tamizhaga Vaazhvurimai Katchi,Camera
Thousand Lights,6,KARTHIKEYAN.S,Independent,Cake
Thousand Lights,7,SHANKAR.V,Independent,Grapes
Thousand Lights,8,SATHYA.A,Independent,Mike
Thousand Lights,9,SUNDARA RAJU.A,Independent,Gas cylinder
Thousand Lights,10,DHANASEKARAN.V,Independent,Carrom board
Thousand Lights,11,PACHAIYAPPAN.E,Independent,Biscuit
Thousand Lights,12,PRABHAKARAN.T,Independent,Bread
Thousand Lights,13,PRABHAKARAN.B,Independent,Gas Stove
Thousand Lights,14,PRABHAKARAN.V,Independent,Letter box
Thousand Lights,15,MUNIYAN.E,Independent,Brush
Thousand Lights,16,VALARMATHI.E,Independent,Box
Thousand Lights,17,VALARMATHY.D,Independent,Bat
Thousand Lights,18,VIJAY.D,Independent,Belt
Anna Nagar,1,S.GOKULA INDIRA,All India Anna Dravida Munnetra Kazhagam,Two leaves
Anna Nagar,2,S.SHANKAR,Naam Tamilar Katchi,Farmer Carrying Plough
Anna Nagar,3,N.CHITRARASU,Dravida Munnetra Kazhagam,Rising sun
Anna Nagar,4,B.ANAND,Thakkam Katchi,Matchbox
Anna Nagar,5,S.DHAYALAN,Thamizhaga Munnetra Congress,Battery Torch
Anna Nagar,6,V.K.RAMKUMAR,Tamilaga Vettri Kazhagam,Whistle
Anna Nagar,7,E.V.S.RAJAKUMAR NAIDU,Tamil Telugu National Party,Bat
Anna Nagar,8,N.P.RAJHA,Naam Indiar Party,Spanner
Anna Nagar,9,T S HABEEB MOHAMMAD,Independent,Pen nib with seven rays
Anna Nagar,10,S ANSAR ALI,Independent,Jackfruit
Anna Nagar,11,G OMPRAKASH,Independent,Frying pan
Anna Nagar,12,L KASINATHAN,Independent,Helmet
Anna Nagar,13,S SATHISH KUMAR,Independent,Gas cylinder
Anna Nagar,14,G.SIVA KUMAR,Independent,Dolli
Anna Nagar,15,M SELVAMUTHUKUMAR,Independent,Dish antenna
Anna Nagar,16,L NARENDRAN,Independent,Ring
Anna Nagar,17,J NAGARAJ,Independent,Chappals
Anna Nagar,18,M MANOHARAN,Independent,Stool
Anna Nagar,19,MOHAMMED BILAL FATHICK,Independent,Sitar
Anna Nagar,20,RAMAMOORTHY E,Independent,Flute
Anna Nagar,21,RAJENDIRAN NAIDU,Independent,Pressure cooker
Anna Nagar,22,S VINESH KUMAR,Independent,Plate stand
Anna Nagar,23,JANARTHANAN P,Independent,Computer
Anna Nagar,24,M HARISHANKAR,Independent,Diamond
Virugampakkam,1,SANTHOSH,Naam Tamilar Katchi,Farmer Carrying Plough
Virugampakkam,2,PRABHAKARA RAJA.A.M.V,Dravida Munnetra Kazhagam,Rising sun
Virugampakkam,3,VIRUGAI V.N.RAVI,All India Anna Dravida Munnetra Kazhagam,Two leaves
Virugampakkam,4,SABARINATHAN.R,Tamilaga Vettri Kazhagam,Whistle
Virugampakkam,5,SURESHBABU.T.M,Tamil Telugu National Party,Bat
Virugampakkam,6,BALAMURUGAN.P,Naam Indiar Party,Spanner
Virugampakkam,7,MUTHURAJ.T,Tamizhaga Vaazhvurimai Katchi,Camera
Virugampakkam,8,ROY GEORGE,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,Jackfruit
Virugampakkam,9,JAGADISH.S,Republican Party of India (Athawale),Ganna kisan
Virugampakkam,10,ALEX PANDIAN.K,Independent,Gas Stove
Virugampakkam,11,ESAKKIMUTHUNADAR.P,Independent,Air conditioner
Virugampakkam,12,EZHILRAJ.D,Independent,Gas cylinder
Virugampakkam,13,KARTHICK.M,Independent,Electric pole
Virugampakkam,14,KUMAR.S,Independent,Balloon
Virugampakkam,15,GOPINATH.G,Independent,Diamond
Virugampakkam,16,SANKAR.E,Independent,Box
Virugampakkam,17,CHANDRA SEKAR.K,Independent,Ship
Virugampakkam,18,SABARINATHAN.P,Independent,Battery Torch
Virugampakkam,19,SRINIVASAN.M,Independent,Mike
Virugampakkam,20,DINESHKUMAR.N,Independent,School bag
Virugampakkam,21,RANGARAJ.G,Independent,Pressure cooker
Virugampakkam,22,RAVIKUMAR,Independent,Laptop
Virugampakkam,23,LUKMANBABU.S,Independent,Coconut farm
Virugampakkam,24,VENKATESAN.C,Independent,Head phone
Saidapet,1,KUMARAN. G.P,Bahujan Samaj Party,Elephant
Saidapet,2,SUBRAMANIAN. MA,Dravida Munnetra Kazhagam,Rising sun
Saidapet,3,SRIVIDYA. G,Naam Tamilar Katchi,Farmer Carrying Plough
Saidapet,4,ARUL PRAKASAM. M,Tamilaga Vettri Kazhagam,Whistle
Saidapet,5,SENTHAMIZHAN. G,Amma Makkal Munnettra Kazagam,Pressure cooker
Saidapet,6,SOUNDARARAJAN. N,Naam Indiar Party,Spanner
Saidapet,7,PARTHIBAN. S,MGR Makkal Katchi,Helmet
Saidapet,8,ANAND. S,Independent,Bat
Saidapet,9,KANDHASAMY. R (ALIAS) BABU,Independent,Sewing machine
Saidapet,10,PRASAD. N,Independent,Brick
Saidapet,11,PRITHVIRAJ. A,Independent,Gas cylinder
Saidapet,12,YOGAPRAKASH. B,Independent,Diamond
Saidapet,13,RAJA. R,Independent,Pen nib with seven rays
Saidapet,14,VALARMATHI. P,Independent,Air conditioner
Saidapet,15,GINGSTON. M,Independent,Ship
Thiyagarayanagar,1,ANUSHA V,Naam Tamilar Katchi,Farmer Carrying Plough
Thiyagarayanagar,2,SATHIYANARAYANAN B,All India Anna Dravida Munnetra Kazhagam,Two leaves
Thiyagarayanagar,3,RAJA ANBAZHAGAN,Dravida Munnetra Kazhagam,Rising sun
Thiyagarayanagar,4,ANAND N,Tamilaga Vettri Kazhagam,Whistle
Thiyagarayanagar,5,RAVI M L,Desiya Makkal Sakthi Katchi,Balloon
Thiyagarayanagar,6,ABUKITHER M,Independent,Pen nib with seven rays
Thiyagarayanagar,7,ARAVIND GOSH Y T,Independent,Shutter
Thiyagarayanagar,8,EASAN NATARAJAN T,Independent,Camera
Thiyagarayanagar,9,KUMAR SRI SRI B,Independent,Brief case
Thiyagarayanagar,10,SATHISH KUMAR B,Independent,Helmet
Thiyagarayanagar,11,GNANASEKARAN G,Independent,Crane
Thiyagarayanagar,12,THENNARASU P,Independent,Shoe
Thiyagarayanagar,13,PADMINI NARASIMHAN,Independent,Lunch box
Thiyagarayanagar,14,BADRI S,Independent,Gas cylinder
Thiyagarayanagar,15,BALAJI S,Independent,Cake
Thiyagarayanagar,16,PRASATH D,Independent,Ring
Thiyagarayanagar,17,MANIKANDAN T,Independent,Bread toaster
Thiyagarayanagar,18,MANIKANDAN N,Independent,Ship
Thiyagarayanagar,19,MOORTHY N,Independent,Road roller
Thiyagarayanagar,20,MYTHILI C,Independent,Belt
Thiyagarayanagar,21,RAMKUMAR L,Independent,Tennis racket & ball
Thiyagarayanagar,22,RAMACHANDRAN O N,Independent,Sitar
Thiyagarayanagar,23,RAJESH E,Independent,Television
Thiyagarayanagar,24,VETRIVEL K,Independent,Bat
Thiyagarayanagar,25,JAYAVEL,Independent,Pendulum
Thiyagarayanagar,26,JOTHIRAJ G M,Independent,Wallet
Mylapore,1,ARUN. R.L,Naam Tamilar Katchi,Farmer Carrying Plough
Mylapore,2,DR. TAMILISAI SOUNDARARAJAN,Bharatiya Janata Party,Lotus
Mylapore,3,BALAJI. V,Bahujan Samaj Party,Elephant
Mylapore,4,VELU. DHA,Dravida Munnetra Kazhagam,Rising sun
Mylapore,5,DEVENDRAN. R,Tamizhaga Murpokku Makkal Katchi,Matchbox
Mylapore,6,NAGARAJAN. S,All India Jananayaka Makkal Kazhagam,Mixee
Mylapore,7,MOORTHY. S,Thamizhaga Dravidar Katchi,Helmet
Mylapore,8,MOHANRAJ. J,Jebamani Janata,Green chilli
Mylapore,9,VENKATARAMANAN. P,Tamilaga Vettri Kazhagam,Whistle
Mylapore,10,SELVAMUTHU. S,Independent,Ship
Mylapore,11,PARTHIPAN. G,Independent,Cauliflower
Mylapore,12,RADHAKRISHNAN. G,Independent,Box
Mylapore,13,ROMANRAJ. A,Independent,Letter box
Mylapore,14,VINU PRADHA. A,Independent,Flute
Mylapore,15,VIJAYALAKSHMI. P,Independent,Sitar
Mylapore,16,VIJAYA KRISHNA. V,Independent,Bangles
Mylapore,17,VENKATARAMAN. B,Independent,Trumpet
Mylapore,18,VELU. K,Independent,Dish antenna
Mylapore,19,JAYAGOPI. M,Independent,Electric pole
Velachery,1,AASSAN MAULAANA J.M.H,Indian National Congress,Hand
Velachery,2,ASHOK. M.K,All India Anna Dravida Munnetra Kazhagam,Two leaves
Velachery,3,KEERTHANA. M,Naam Tamilar Katchi,Farmer Carrying Plough
Velachery,4,MOHANRAJ. K,Bahujan Samaj Party,Elephant
Velachery,5,KANCHANA. R,Tamizhaga Murpokku Makkal Katchi,Matchbox
Velachery,6,KUMAR. R,Tamilaga Vettri Kazhagam,Whistle
Velachery,7,POYYAMOZHI. M,Proutist Sarva Samaj,Diamond
Velachery,8,MANI. M,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar
Velachery,9,MOHAMED YASEEN. I,Thakkam Katchi,Balloon
Velachery,10,ROKESH KUMAR. V,Tamizhaga Vaazhvurimai Katchi,Camera
Velachery,11,ASHOK. M,Independent,Sofa
Velachery,12,AZARUTHEEN. M,Independent,Calculator
Velachery,13,AHAMMED NAZEER KHAN,Independent,Chain
Velachery,14,KANNAN. K,Independent,School bag
Velachery,15,KALA PETHACHI,Independent,Sitar
Velachery,16,SARABESHWAR SISU. P,Independent,Dumbbells
Velachery,17,SURESH K,Independent,Frying pan
Velachery,18,DIWAKAR. R,Independent,Gramophone
Velachery,19,DEEPAK RAVI,Independent,Brief case
Velachery,20,BHASKAR. G,Independent,Baby walker
Velachery,21,MOHAN. R,Independent,Air conditioner
Velachery,22,RADHAKRISHNAN. D.R,Independent,Gas cylinder
Velachery,23,RAJASEKAR. S,Independent,Electric pole
Velachery,24,RITISH,Independent,Ludo
Velachery,25,VIGNESH. M,Independent,Pencil sharpener
Velachery,26,VIGNESH. R,Independent,Envelope
Velachery,27,JANAGARAJ RAVI GUNASEELAN,Independent,Chappals
Shozhinganallur,1,S. ARAVIND RAMESH,Dravida Munnetra Kazhagam,Rising sun
Shozhinganallur,2,K.P.KANDAN,All India Anna Dravida Munnetra Kazhagam,Two leaves
Shozhinganallur,3,S.PUSHNA KUMAR,Bahujan Samaj Party,Elephant
Shozhinganallur,4,R JAYALAKSHMI,Naam Tamilar Katchi,Farmer Carrying Plough
Shozhinganallur,5,M. ALEXANDAR,Naam Indiar Party,Spanner
Shozhinganallur,6,M. CHRISTHU DASS,Dravida Jananayaga Makkal Katchi,Gift pack
Shozhinganallur,7,ECR P SARAVANAN,Tamilaga Vettri Kazhagam,Whistle
Shozhinganallur,8,M.G.RAMU,Jebamani Janata,Battery Torch
Shozhinganallur,9,K. VISHWANATHAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Shozhinganallur,10,R RAVICHANDRAN,Independent,Bricks
Shozhinganallur,11,V. KANDHAN,Independent,Bucket
Shozhinganallur,12,S. KARTHIK,Independent,Road roller
Shozhinganallur,13,S.GOVINDHAN,Independent,Diamond
Shozhinganallur,14,P.CHANDRA KANTH,Independent,Mike
Shozhinganallur,15,CHANDRASEKARAN,Independent,Ring
Shozhinganallur,16,D. SRINIVASAN,Independent,Throwing a javelin
Shozhinganallur,17,G SURESH KUMAR,Independent,Chess board
Shozhinganallur,18,N.PRASHANTHA RAO,Independent,Pen nib with seven rays
Shozhinganallur,19,A.MOHAMMED GANI,Independent,Matchbox
Shozhinganallur,20,MUTHARASAN,Independent,Electric pole
Shozhinganallur,21,E. MURALI B.A,Independent,Iron
Shozhinganallur,22,R.YOGESHWARAN,Independent,Ship
Shozhinganallur,23,RAMANATHAN M,Independent,Bat
Shozhinganallur,24,RAJESH,Independent,Water melon
Shozhinganallur,25,E. VIJAY,Independent,Laptop
Shozhinganallur,26,FARMER JAYARAMAN S K J,Independent,Gas cylinder
Shozhinganallur,27,JAIKUMAR BALACHANDRAN,Independent,Football player
Alandur,1,T.M.ANBARASAN,Dravida Munnetra Kazhagam,Rising sun
Alandur,2,S.SARAVANAN,All India Anna Dravida Munnetra Kazhagam,Two leaves
Alandur,3,Y.G.MAHALAKSHMI,Naam Tamilar Katchi,Farmer Carrying Plough
Alandur,4,J.AGNI SELVARASU,Naadaalum Makkal Katchi,Pen nib with seven rays
Alandur,5,ARAVIND CHANDRASEKAR,Indhu Dravida Makkal Katchi,Gas cylinder
Alandur,6,B. KALYANARAMKUMAR,Naam Indiar Party,Spanner
Alandur,7,S.ROYAPPAN,Tamizhaga Vaazhvurimai Katchi,Camera
Alandur,8,A.VELUSAMY,Puthiya Tamilagam,Television
Alandur,9,N.HARI KRISHNAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Alandur,10,M.HARISH,Tamilaga Vettri Kazhagam,Whistle
Alandur,11,V.ANBARASAN,Independent,Well
Alandur,12,A.SARAVANAN,Independent,Electric pole
Alandur,13,S.SARAVANAN,Independent,Batsman
Alandur,14,D.SARAVANAN,Independent,Grapes
Alandur,15,R.SARAVANAN,Independent,Road roller
Alandur,16,R.SURESH,Independent,Cutting pliers
Alandur,17,SENKODI VIJAYALAKSHMI,Independent,Ship
Alandur,18,R.SELVAKUMAR,Independent,Scissors
Alandur,19,G.DANIEL ANTONYRAJ,Independent,Box
Alandur,20,MAHESH KUMAR,Independent,Peas
Alandur,21,G.RAMANAN,Independent,Pen stand
Alandur,22,K.VELAYUDHAM,Independent,Hand cart
Alandur,23,M.HARISH,Independent,Tea filter
Sriperumbudur,1,M. SINDHU EZHILARASAN,Naam Tamilar Katchi,Farmer Carrying Plough
Sriperumbudur,2,K. SELVAPERUNTHAGAI,Indian National Congress,Hand
Sriperumbudur,3,K. PALANI,All India Anna Dravida Munnetra Kazhagam,Two leaves
Sriperumbudur,4,A. GURUANANDHAN,Anaithinthiya Anna Dravida Makkal Seyal katchi,Telephone
Sriperumbudur,5,A.GNANASEKARAN,Tamizhaga Vaazhvurimai Katchi,Camera
Sriperumbudur,6,M.TAMILARASAN,Communist Party of India (Marxist-Leninist) (Liberation),Flag with three stars
Sriperumbudur,7,THENNARASU.K,Tamilaga Vettri Kazhagam,Whistle
Sriperumbudur,8,D.PURUSHOTHAMAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Sriperumbudur,9,ELANGOVAN SIVAKUMAR,Independent,Scissors
Sriperumbudur,10,J. NITHYA,Independent,Electric pole
Sriperumbudur,11,E. MURUGAN,Independent,Box
Sriperumbudur,12,G. RAJATHI,Independent,Water tank
Sriperumbudur,13,P. VEDHAGIRI,Independent,Air conditioner
Pallavaram,1,DR.R.KARTHIKEYAN,Naam Tamilar Katchi,Farmer Carrying Plough
Pallavaram,2,N.BHARATHI,Bahujan Samaj Party,Elephant
Pallavaram,3,D.MURUGESAN,Desiya Murpokku Dravida Kazhagam,Nagara
Pallavaram,4,V.VENKATESAN,All India Anna Dravida Munnetra Kazhagam,Two leaves
Pallavaram,5,T.AMIRTHA KANTHAN,Naam Indiar Party,Spanner
Pallavaram,6,M.L.RAVI,Desiya Makkal Sakthi Katchi,Balloon
Pallavaram,7,J.KAMATCHI,Tamilaga Vettri Kazhagam,Whistle
Pallavaram,8,A.THANGARAJ,Puthiya Tamilagam,Gas cylinder
Pallavaram,9,G.RAMESHBABU,Indhu Dravida Makkal Katchi,Battery Torch
Pallavaram,10,S.RAHAMATHULLA,Tamizhaga Vaazhvurimai Katchi,Camera
Pallavaram,11,B.RAJESWARI,Naadaalum Makkal Katchi,Pen nib with seven rays
Pallavaram,12,R.RAJKUMAR,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Pallavaram,13,M.SANKAR,Independent,Electric pole
Pallavaram,14,S.SATHIYARAJ,Independent,Telephone
Pallavaram,15,M.SIVAKUMAR,Independent,Pestle and mortar
Pallavaram,16,S.SUNDARAMOORTHY PANDIYAR,Independent,Ship
Pallavaram,17,R.MUTHUKUMAR,Independent,Bricks
Pallavaram,18,P.RAVICHANDRAN,Independent,Water melon
Pallavaram,19,N.RAMKUMAR,Independent,Road roller
Pallavaram,20,RAJESH T R,Independent,Noodles bowl
Pallavaram,21,S.VETRI VEL,Independent,Flute
Pallavaram,22,R.JAWAHAR,Independent,Diamond
Pallavaram,23,G.JOHN PANDIAN,Independent,Matchbox
Tambaram,1,C.RAJENDRAN,All India Anna Dravida Munnetra Kazhagam,Two leaves
Tambaram,2,R.S.KIRUTHIKA DEVI,Dravida Munnetra Kazhagam,Rising sun
Tambaram,3,S.TAMILCHELVI,Naam Tamilar Katchi,Farmer Carrying Plough
Tambaram,4,M.RAJA,Bahujan Samaj Party,Elephant
Tambaram,5,D.SARATHKUMAR,Tamilaga Vettri Kazhagam,Whistle
Tambaram,6,SIVARAMAN.S,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar
Tambaram,7,THAMBIRAJ.E,Naam Indiar Party,Spanner
Tambaram,8,S.PARTHIBAN,Democratic National Allegiance,Ship
Tambaram,9,P.PON RAJA,Tamizhaga Vaazhvurimai Katchi,Camera
Tambaram,10,S.KARTHIK,Independent,Diamond
Tambaram,11,SARATHKUMAR. R,Independent,Gas cylinder
Tambaram,12,T.DHIVAKARAN,Independent,Electric pole
Tambaram,13,S.BALASUBRAMANIAN,Independent,Sewing machine
Tambaram,14,R.RAVIKUMAR,Independent,Football player
Tambaram,15,M. JACOB,Independent,Mixee
Chengalpattu,1,AMUTHA.N,Naam Tamilar Katchi,Farmer Carrying Plough
Chengalpattu,2,M.GAJENDRAN,All India Anna Dravida Munnetra Kazhagam,Two leaves
Chengalpattu,3,KARTHIKDHANDAPANI,Dravida Munnetra Kazhagam,Rising sun
Chengalpattu,4,S. SARAVANAN,Bahujan Samaj Party,Elephant
Chengalpattu,5,S.SELVAM (A) CHELLA,Tamizhaga Vaazhvurimai Katchi,Camera
Chengalpattu,6,S. THIYAGARAJAN,Tamilaga Vettri Kazhagam,Whistle
Chengalpattu,7,M.ANANDAN,Independent,Peas
Chengalpattu,8,A.ESAKKIAPPAN,Independent,Ship
Chengalpattu,9,KARTHICK.A,Independent,Air conditioner
Chengalpattu,10,G. CHRISTOPHER,Independent,Electric pole
Chengalpattu,11,S.DELHI BABU,Independent,Bat
Chengalpattu,12,T. PREM BALAJI,Independent,Stapler
Chengalpattu,13,V. RAMAKRISHNAN,Independent,Coconut farm
Chengalpattu,14,C.VIMALRAJ,Independent,Water melon
Chengalpattu,15,P.GEORGE DEVADOSS,Independent,Nail cutter
Thiruporur,1,AMBETH RAJAN,Naam Tamilar Katchi,Farmer Carrying Plough
Thiruporur,2,R. PANNEERDOSS,Viduthalai Chiruthaigal Katchi,Pot
Thiruporur,3,Dr.D.VINOTH KUMAR,Bahujan Samaj Party,Elephant
Thiruporur,4,A.SELVARAJ,Mannin Maithargal Kazhagam,Gas cylinder
Thiruporur,5,V. DESAPPAN,Samata Party,Boat with man and sail
Thiruporur,6,K. BALU,Pattali Makkal Katchi,Mango
Thiruporur,7,B.VIJAYARAJ,Tamilaga Vettri Kazhagam,Whistle
Thiruporur,8,V M CHANDIRAN,Independent,Ship
Thiruporur,9,S. GNANASEKARAN,Independent,Table
Thiruporur,10,D. PANNEERSELVAM,Independent,Cauliflower
Thiruporur,11,S. MESHAK,Independent,CCTV Camera
Cheyyur,1,SINTHANAI SELVAN,Viduthalai Chiruthaigal Katchi,Pot
Cheyyur,2,SWATHILAKSHMI SEKAR,Naam Tamilar Katchi,Farmer Carrying Plough
Cheyyur,3,RAJASEKAR. E,All India Anna Dravida Munnetra Kazhagam,Two leaves
Cheyyur,4,GANGADURAI. K,Tamizhaga Vaazhvurimai Katchi,Camera
Cheyyur,5,MURUGAVEL. A,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Cheyyur,6,MOHAN RAJA.M.G.K,Tamilaga Vettri Kazhagam,Whistle
Cheyyur,7,AMBETHKAR. S,Independent,CCTV Camera
Cheyyur,8,ARUN. C,Independent,Pen drive
Cheyyur,9,EZHIL. E,Independent,Water tank
Cheyyur,10,KRISHNAKANTH. E,Independent,Diesel pump
Cheyyur,11,GOPIKRISHNA. D,Independent,Diamond
Cheyyur,12,RAJA. K,Independent,Bucket
Cheyyur,13,JEGAN. M,Independent,Matchbox
Madurantakam,1,S.AMULU PONMALAR,Dravida Munnetra Kazhagam,Rising sun
Madurantakam,2,MARAGATHAM KUMARAVEL.K,All India Anna Dravida Munnetra Kazhagam,Two leaves
Madurantakam,3,NEELAM E.RAMKUMAR,Bahujan Samaj Party,Elephant
Madurantakam,4,G.JANAKIRAMAN,Naam Tamilar Katchi,Farmer Carrying Plough
Madurantakam,5,EZHIL KATHARINE EZHILMALAI,Tamilaga Vettri Kazhagam,Whistle
Madurantakam,6,R.SUGAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Madurantakam,7,S.PUNNIYAKOTTI,Tamizhaga Vaazhvurimai Katchi,Camera
Madurantakam,8,M.KADIRVEL,Independent,Ship
Madurantakam,9,RANJITHAM.M,Independent,Diamond
Uthiramerur,1,SUNDAR.K,Dravida Munnetra Kazhagam,Rising sun
Uthiramerur,2,MARAM MASILAMANI.B.S,Naam Tamilar Katchi,Farmer Carrying Plough
Uthiramerur,3,SIVAKUMAR.A,Desiya Makkal Sakthi Katchi,Balloon
Uthiramerur,4,MAGESHKUMAR.P,Pattali Makkal Katchi,Mango
Uthiramerur,5,MUNIRATHINAM.J,Tamilaga Vettri Kazhagam,Whistle
Uthiramerur,6,JAKIRUSAN.D,Tamizhaga Vaazhvurimai Katchi,Camera
Uthiramerur,7,ANBU.V,Independent,Wallet
Uthiramerur,8,KAMALAKANNAN.K,Independent,Flute
Uthiramerur,9,GUNASEKAR.V,Independent,Batsman
Uthiramerur,10,CITTIBABU.R,Independent,Matchbox
Uthiramerur,11,DEVARAJAN.C,Independent,Water melon
Uthiramerur,12,DEVENTHIRAMOORTHY.S,Independent,Hand cart
Uthiramerur,13,MAGESH KUMAR.T,Independent,Road roller
Uthiramerur,14,MAHESWARI.J,Independent,Ship
Kancheepuram,1,V. SOMASUNDARAM,All India Anna Dravida Munnetra Kazhagam,Two leaves
Kancheepuram,2,NITHYA SUGUMAR,Dravida Munnetra Kazhagam,Rising sun
Kancheepuram,3,VETRISELVI,Naam Tamilar Katchi,Farmer Carrying Plough
Kancheepuram,4,R.V. RANJITHKUMAR,Tamilaga Vettri Kazhagam,Whistle
Kancheepuram,5,M. NANDHAKUMAR,Anti Corruption Dynamic Party,Jackfruit
Kancheepuram,6,V. NARESH,Tamizhaga Vaazhvurimai Katchi,Camera
Kancheepuram,7,P. VENKATESAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Kancheepuram,8,M. SOMASUNDARAM,Independent,Bat
Kancheepuram,9,V. SOMASUNDARAM,Independent,Water melon
Kancheepuram,10,GNANAMOORTHY,Independent,Balloon
Kancheepuram,11,C. DILLIBABU,Independent,Bucket
Kancheepuram,12,E. DHAKSHNAMOORTHY,Independent,Diamond
Kancheepuram,13,G. BABU,Independent,Pressure cooker
Kancheepuram,14,M. BALAJI,Independent,Ring
Kancheepuram,15,M. MEGANATHAN,Independent,Ship
Arakkonam,1,EZHIL CAROLINE,Viduthalai Chiruthaigal Katchi,Pot
Arakkonam,2,P. SUDHAKAR,Bahujan Samaj Party,Elephant
Arakkonam,3,S. RAVI,All India Anna Dravida Munnetra Kazhagam,Two leaves
Arakkonam,4,K. RAJKUMAR,Naam Tamilar Katchi,Farmer Carrying Plough
Arakkonam,5,V. GANDHIRAJ,Tamilaga Vettri Kazhagam,Whistle
Arakkonam,6,N. LAKSHMIPATHY,Tamizhaga Vaazhvurimai Katchi,Camera
Arakkonam,7,VETRIVEL. M,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder
Arakkonam,8,P. GOVINDARAJ,Independent,Balloon
Arakkonam,9,M. SANTHANAM,Independent,Stapler
Arakkonam,10,N. PRAVEENKUMAR,Independent,Road roller
Arakkonam,11,M. MANIKANDAN,Independent,Pendulum
Arakkonam,12,T. MURALIDHARAN,Independent,Ship
Arakkonam,13,G. MOHAN,Independent,Scissors
